buffer_post_id,channel_id,created_at,content_preview,impressions,reactions,comments,shares,external_link,share_mode
6a540709cb89bb59dc4c7e94,6a5406f680cc80cdcaa81502,2025-07-20T14:22:20.287Z,"""Great talent can be built"" - Thanks! @Caitlin Weiser",163,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7352704418871398400,customScheduled
6a540709cb89bb59dc4c7e92,6a5406f680cc80cdcaa81502,2025-10-22T15:04:39.525Z,"🚨 Stealth Role Reveal 🚨  After months of operating in confidential mode, it’s time to go public with one of the most complex roles I’ve ever held.  🪑 Position: Chief unEmployed Officer (CuEO) 🏢 Compan",7129,14,4,0,https://www.linkedin.com/feed/update/urn:li:share:7386779528435773440,customScheduled
6a540709cb89bb59dc4c7e90,6a5406f680cc80cdcaa81502,2025-10-23T12:15:01.458Z,"🪑 Role Reveal – Part 2: What Does a Chief unEmployed Officer Actually Do?  At Trapped Inc., I proudly led all strategic initiatives in: • Professional Waiting ⏳ • Faith-Based Anxiety Management 🙏😅 • E",1014,15,0,0,https://www.linkedin.com/feed/update/urn:li:share:7386883754679615489,customScheduled
6a540709cb89bb59dc4c7e8d,6a5406f680cc80cdcaa81502,2025-04-01T23:29:37.036Z,Love seeing this energy! Milestones like these don’t just showcase performance—they shift public perception and accelerate EV adoption. Exciting times for the future of mobility! #NthusiasmInMotion,167,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7312979481378369536,customScheduled
6a540709cb89bb59dc4c7e8a,6a5406f680cc80cdcaa81502,2025-04-17T19:42:47.286Z,Incredible work—Shield.Ai is pushing the boundaries of what’s possible in contested EW environments and proving real-world dominance where it counts most.👏,115,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7318720603622936577,customScheduled
6a540709cb89bb59dc4c7e87,6a5406f680cc80cdcaa81502,2024-04-18T20:26:17.179Z,Dr. Amy's interview highlights what sets up an individual's growth mindset and transforms organizations into learning and innovating organizations. ,357,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7186822367438852096,customScheduled
6a540709cb89bb59dc4c7e85,6a5406f680cc80cdcaa81502,2025-10-22T23:41:29.836Z,"Career Cardio is a humorous yet powerful metaphor for the emotional and mental endurance built during a long job search.  Just like regular cardio strengthens your heart and lungs, career cardio stren",411,2,0,0,https://www.linkedin.com/feed/update/urn:li:share:7386909595538989056,customScheduled
6a540709cb89bb59dc4c7e83,6a5406f680cc80cdcaa81502,2025-09-08T15:31:57.887Z,I'm attending What No One Says About Leadership To Take You Through Promotion and Beyond. Join me on September 30.,308,2,2,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7370841334632423424,customScheduled
6a540709cb89bb59dc4c7e81,6a5406f680cc80cdcaa81502,2026-03-31T20:08:36.310Z,"I’m continuing my search for my next opportunity and am open across Product Management, Technical Program Management, Program Management, and related strategic or operational leadership roles.  My bac",1394,12,3,0,https://www.linkedin.com/feed/update/urn:li:share:7444838077958651904,customScheduled
6a540709cb89bb59dc4c7e7f,6a5406f680cc80cdcaa81502,2026-05-20T20:40:20.713Z,I'm attending The data-driven path to consumption-based pricing. Join me on June 24.,367,1,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462965458904969217,customScheduled
6a540709cb89bb59dc4c7e7d,6a5406f680cc80cdcaa81502,2025-11-01T17:06:54.518Z,"When your ML model performs flawlessly in dev… and then production reminds you that the real world doesn’t play by the same rules 😅  Dev environment: “Look at me, I’m amazing.”   Production: 🔥🚗🔥  That",976,8,0,0,https://www.linkedin.com/feed/update/urn:li:share:7390434172122812416,customScheduled
6a540709cb89bb59dc4c7e7b,6a5406f680cc80cdcaa81502,2026-07-10T01:02:13.645Z,Platform Thinking. 𝗜'𝘃𝗲 𝗻𝗼𝘁𝗶𝗰𝗲𝗱 𝗮 𝗽𝗮𝘁𝘁𝗲𝗿𝗻 𝗮𝗰𝗿𝗼𝘀𝘀 𝗲𝘃𝗲𝗿𝘆 𝗽𝗹𝗮𝘁𝗳𝗼𝗿𝗺 𝗜'𝘃𝗲 𝘄𝗼𝗿𝗸𝗲𝗱 𝗼𝗻. The teams that win aren't the ones with the fanciest model or the flashiest feature. They're the ones who treated the pl,490,4,0,0,https://www.linkedin.com/feed/update/urn:li:share:7481150756449067009,customScheduled
6a540709cb89bb59dc4c7e79,6a5406f680cc80cdcaa81502,2026-07-10T16:20:16.463Z,"If you are trying to scale AI in the enterprise without a platform mindset, you are building on sand. I was reviewing the new Perforce 2026 Platform Engineering report that dropped this week, and the ",409,1,0,0,https://www.linkedin.com/feed/update/urn:li:share:7481381790818148352,customScheduled
6a540709cb89bb59dc4c7e77,6a5406f680cc80cdcaa81502,2025-05-14T16:18:39.315Z,I’m happy to share that I’ve obtained a new certification: Data Landscape of GenAI for Project Managers from @Project Management Institute!,621,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7328453704091639808,customScheduled
6a5406f815a80c43250396cf,6a5406f680cc80cdcaa81501,2026-01-26T21:49:05.208Z,"Straventis Advisory Group Where strategy meets execution. We turn ideas into market-ready products. Enterprise rigor. Startup speed. 📍 Raleigh, NC | 🌐 https://www.stratovas.com/  🌐 https://www.straven",10,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7421670541536825344,customScheduled
6a5406f815a80c43250396cc,6a5406f680cc80cdcaa81501,2025-11-05T20:04:25.933Z,"Connect with me now!!! 📍 Raleigh, NC | 🌐 https://www.stratovas.com/  🌐 https://www.straventis.com (coming summer 2026)",4,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7391928399016980480,customScheduled
6a5406f815a80c43250396ca,6a5406f680cc80cdcaa81501,2026-01-26T22:52:50.667Z,"Stravantis Advisory helps small and mid-sized businesses turn ideas into market-ready products by bringing enterprise-grade product management discipline with startup-speed execution. 📍 Raleigh, NC | ",12,1,0,0,https://www.linkedin.com/feed/update/urn:li:share:7421686586372739072,customScheduled
6a5406f815a80c43250396c8,6a5406f680cc80cdcaa81501,2026-01-27T22:00:31.912Z,"Schedule a free Advisory Session with Straventis Advisory Group to explore how we can partner to elevate your product, uncover gaps in your portfolio, and turn them into growth opportunities. https://",13,0,0,1,https://www.linkedin.com/feed/update/urn:li:share:7422035809605713920,customScheduled
6a5406f815a80c43250396c6,6a5406f680cc80cdcaa81501,2025-11-05T19:59:21.823Z,"I’m thrilled to share that since 2023, Innovative Business Consulting LLC has been open in helping small businesses transform bold ideas into market-ready products.  At Straventis Advisory, we special",4,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7391927123298492416,customScheduled
6a5406f815a80c43250396c4,6a5406f680cc80cdcaa81501,2026-01-31T20:30:01.033Z,A key milestone for our digital infrastructure at @Straventis Advisory Group I am very pleased to announce a significant addition to the @Straventis Advisory Group team as we continue to scale our ope,29,1,0,0,https://www.linkedin.com/feed/update/urn:li:share:7423373242402246656,customScheduled
